n_components,accuracy
2,0.86776859504132231
4,0.73553719008264462
6,0.72727272727272729
8,0.5950413223140496
10,0.65289256198347112
12,0.65289256198347112
14,0.58677685950413228
16,0.6198347107438017
18,0.58677685950413228
20,0.7024793388429752
22,0.68595041322314054
24,0.5950413223140496
26,0.7024793388429752
28,0.63636363636363635
30,0.7024793388429752
32,0.71074380165289253
34,0.63636363636363635
36,0.72727272727272729
38,0.71074380165289253
40,0.66115702479338845
42,0.66942148760330578
44,0.65289256198347112
46,0.66942148760330578
48,0.66115702479338845
50,0.68595041322314054
52,0.66942148760330578
54,0.69421487603305787
56,0.66115702479338845
58,0.69421487603305787
60,0.72727272727272729
62,0.68595041322314054
64,0.68595041322314054
66,0.58677685950413228
68,0.6776859504132231
70,0.61157024793388426
72,0.65289256198347112
74,0.63636363636363635
76,0.6776859504132231
78,0.66115702479338845
80,0.6198347107438017
82,0.5950413223140496
84,0.60330578512396693
86,0.5950413223140496
88,0.60330578512396693
90,0.62809917355371903
92,0.66115702479338845
94,0.63636363636363635
96,0.6776859504132231
98,0.5950413223140496
100,0.62809917355371903
102,0.65289256198347112
104,0.57024793388429751
106,0.58677685950413228
108,0.57851239669421484
110,0.62809917355371903
112,0.6198347107438017
114,0.5950413223140496
116,0.60330578512396693
118,0.6198347107438017
120,0.63636363636363635
122,0.64462809917355368
124,0.6198347107438017
126,0.57024793388429751
128,0.49586776859504134
130,0.49586776859504134
132,0.54545454545454541
134,0.48760330578512395
136,0.55371900826446285
138,0.58677685950413228
140,0.45454545454545453
142,0.51239669421487599
144,0.46280991735537191
146,0.50413223140495866
148,0.49586776859504134
150,0.45454545454545453
152,0.64462809917355368
154,0.53719008264462809
156,0.45454545454545453
158,0.55371900826446285
160,0.5950413223140496
162,0.50413223140495866
164,0.55371900826446285
166,0.42148760330578511
168,0.4462809917355372
170,0.51239669421487599
172,0.52892561983471076
174,0.62809917355371903
176,0.49586776859504134
178,0.51239669421487599
180,0.48760330578512395
182,0.51239669421487599
184,0.43801652892561982
186,0.4462809917355372
188,0.48760330578512395
190,0.57024793388429751
192,0.52892561983471076
194,0.5950413223140496
196,0.52892561983471076
198,0.43801652892561982
