n_components,accuracy
2,0.71666666666666667
4,0.58333333333333337
6,0.68333333333333335
8,0.6166666666666667
10,0.66666666666666663
12,0.68333333333333335
14,0.71666666666666667
16,0.5
18,0.5
20,0.5
22,0.5
24,0.6333333333333333
26,0.5
28,0.65000000000000002
30,0.5
32,0.71666666666666667
34,0.5
36,0.71666666666666667
38,0.66666666666666663
40,0.69999999999999996
42,0.5
44,0.69999999999999996
46,0.71666666666666667
48,0.69999999999999996
50,0.73333333333333328
52,0.71666666666666667
54,0.5
56,0.5
58,0.5
60,0.5
62,0.5
64,0.5
66,0.5
68,0.5
70,0.48333333333333334
72,0.5
74,0.5
76,0.6333333333333333
78,0.5
80,0.5
82,0.5
84,0.5
86,0.5
88,0.5
90,0.5
92,0.5
94,0.5
96,0.5
98,0.5
100,0.5
102,0.5
104,0.5
106,0.5
108,0.5
110,0.5
112,0.5
114,0.5
116,0.5
118,0.5
120,0.65000000000000002
122,0.5
124,0.58333333333333337
126,0.59999999999999998
128,0.55000000000000004
130,0.58333333333333337
132,0.55000000000000004
134,0.5
136,0.5
138,0.5
140,0.5
142,0.5
144,0.5
146,0.5
148,0.5
150,0.5
152,0.5
154,0.69999999999999996
156,0.58333333333333337
158,0.6333333333333333
160,0.66666666666666663
162,0.6333333333333333
164,0.59999999999999998
166,0.6166666666666667
168,0.59999999999999998
170,0.5
172,0.58333333333333337
174,0.5
176,0.58333333333333337
178,0.46666666666666667
180,0.51666666666666672
182,0.53333333333333333
184,0.6166666666666667
186,0.58333333333333337
188,0.53333333333333333
190,0.46666666666666667
192,0.59999999999999998
194,0.5
196,0.53333333333333333
198,0.40000000000000002
200,0.53333333333333333
202,0.45000000000000001
204,0.55000000000000004
206,0.58333333333333337
208,0.6166666666666667
210,0.46666666666666667
212,0.5
214,0.5
216,0.43333333333333335
218,0.58333333333333337
220,0.66666666666666663
222,0.5
224,0.53333333333333333
226,0.5
228,0.43333333333333335
230,0.51666666666666672
232,0.45000000000000001
234,0.55000000000000004
236,0.5
238,0.48333333333333334
240,0.45000000000000001
242,0.53333333333333333
244,0.53333333333333333
246,0.40000000000000002
248,0.53333333333333333
250,0.5
252,0.5
254,0.55000000000000004
