n_components,accuracy
2,0.98333333333333328
4,0.98333333333333328
6,0.98333333333333328
8,0.98333333333333328
10,0.98333333333333328
12,0.98333333333333328
14,0.98333333333333328
16,0.98333333333333328
18,0.98333333333333328
20,0.98333333333333328
22,0.98333333333333328
24,0.98333333333333328
26,0.98333333333333328
28,0.98333333333333328
30,0.98333333333333328
32,0.98333333333333328
34,0.98333333333333328
36,0.98333333333333328
38,0.98333333333333328
40,0.98333333333333328
42,0.98333333333333328
44,0.98333333333333328
46,0.98333333333333328
48,0.98333333333333328
50,0.98333333333333328
52,0.98333333333333328
54,0.98333333333333328
56,0.98333333333333328
58,0.98333333333333328
60,0.98333333333333328
62,0.98333333333333328
64,0.98333333333333328
66,0.98333333333333328
68,0.98333333333333328
70,0.98333333333333328
72,0.98333333333333328
74,0.98333333333333328
76,0.98333333333333328
78,0.98333333333333328
80,0.98333333333333328
82,0.98333333333333328
84,0.98333333333333328
86,0.98333333333333328
88,0.98333333333333328
90,0.98333333333333328
92,0.98333333333333328
94,0.98333333333333328
96,0.98333333333333328
98,0.98333333333333328
100,0.98333333333333328
102,0.98333333333333328
104,0.98333333333333328
106,0.98333333333333328
108,0.98333333333333328
110,0.98333333333333328
112,0.98333333333333328
114,0.98333333333333328
116,0.98333333333333328
118,0.98333333333333328
120,0.98333333333333328
122,0.98333333333333328
124,0.98333333333333328
126,0.98333333333333328
128,0.98333333333333328
130,0.98333333333333328
132,0.98333333333333328
134,0.98333333333333328
136,0.98333333333333328
138,0.98333333333333328
140,0.98333333333333328
142,0.98333333333333328
144,0.98333333333333328
146,0.98333333333333328
148,0.98333333333333328
150,0.98333333333333328
152,0.98333333333333328
154,0.98333333333333328
156,0.98333333333333328
158,0.98333333333333328
160,0.98333333333333328
162,0.98333333333333328
164,0.98333333333333328
166,0.98333333333333328
168,0.98333333333333328
170,0.98333333333333328
172,0.98333333333333328
174,0.98333333333333328
176,0.98333333333333328
178,0.98333333333333328
180,0.98333333333333328
182,0.98333333333333328
184,0.98333333333333328
186,0.98333333333333328
188,0.98333333333333328
190,0.56666666666666665
192,0.45000000000000001
194,0.41666666666666669
196,0.53333333333333333
198,0.55000000000000004
200,0.43333333333333335
202,0.38333333333333336
204,0.48333333333333334
206,0.41666666666666669
208,0.53333333333333333
210,0.48333333333333334
212,0.45000000000000001
214,0.51666666666666672
216,0.51666666666666672
218,0.51666666666666672
220,0.56666666666666665
222,0.43333333333333335
224,0.71666666666666667
226,0.51666666666666672
228,0.56666666666666665
230,0.55000000000000004
232,0.51666666666666672
234,0.41666666666666669
236,0.48333333333333334
238,0.46666666666666667
240,0.46666666666666667
242,0.45000000000000001
244,0.53333333333333333
246,0.46666666666666667
248,0.56666666666666665
250,0.28333333333333333
252,0.56666666666666665
254,0.48333333333333334
256,0.31666666666666665
258,0.5
260,0.6166666666666667
262,0.48333333333333334
264,0.53333333333333333
266,0.48333333333333334
268,0.31666666666666665
270,0.38333333333333336
272,0.53333333333333333
274,0.5
276,0.56666666666666665
278,0.53333333333333333
280,0.58333333333333337
282,0.51666666666666672
284,0.40000000000000002
286,0.56666666666666665
288,0.6166666666666667
290,0.45000000000000001
292,0.5
294,0.45000000000000001
296,0.53333333333333333
298,0.53333333333333333
300,0.48333333333333334
302,0.51666666666666672
304,0.36666666666666664
306,0.53333333333333333
308,0.45000000000000001
310,0.48333333333333334
312,0.45000000000000001
314,0.40000000000000002
316,0.5
318,0.45000000000000001
320,0.59999999999999998
322,0.53333333333333333
324,0.48333333333333334
326,0.46666666666666667
328,0.45000000000000001
330,0.51666666666666672
332,0.43333333333333335
334,0.53333333333333333
336,0.48333333333333334
338,0.48333333333333334
340,0.43333333333333335
342,0.46666666666666667
344,0.5
346,0.6166666666666667
348,0.55000000000000004
350,0.53333333333333333
352,0.43333333333333335
354,0.48333333333333334
356,0.46666666666666667
358,0.55000000000000004
360,0.58333333333333337
362,0.56666666666666665
364,0.46666666666666667
366,0.51666666666666672
368,0.45000000000000001
370,0.51666666666666672
372,0.6166666666666667
374,0.40000000000000002
376,0.59999999999999998
378,0.45000000000000001
380,0.66666666666666663
382,0.53333333333333333
384,0.45000000000000001
386,0.43333333333333335
388,0.51666666666666672
390,0.48333333333333334
392,0.5
394,0.51666666666666672
396,0.6333333333333333
398,0.51666666666666672
400,0.56666666666666665
402,0.40000000000000002
404,0.33333333333333331
406,0.6166666666666667
408,0.5
410,0.46666666666666667
412,0.51666666666666672
414,0.45000000000000001
416,0.46666666666666667
418,0.5
420,0.40000000000000002
422,0.5
424,0.55000000000000004
426,0.6333333333333333
428,0.55000000000000004
430,0.68333333333333335
432,0.53333333333333333
434,0.5
436,0.56666666666666665
438,0.51666666666666672
440,0.43333333333333335
442,0.34999999999999998
444,0.69999999999999996
446,0.5
448,0.46666666666666667
450,0.53333333333333333
452,0.43333333333333335
454,0.51666666666666672
456,0.43333333333333335
458,0.53333333333333333
460,0.53333333333333333
462,0.38333333333333336
464,0.59999999999999998
466,0.48333333333333334
468,0.55000000000000004
470,0.6166666666666667
472,0.51666666666666672
474,0.56666666666666665
476,0.5
478,0.45000000000000001
480,0.53333333333333333
482,0.53333333333333333
484,0.51666666666666672
486,0.56666666666666665
488,0.45000000000000001
490,0.58333333333333337
492,0.26666666666666666
494,0.5
496,0.41666666666666669
498,0.53333333333333333
500,0.5
502,0.51666666666666672
504,0.40000000000000002
506,0.59999999999999998
508,0.38333333333333336
510,0.55000000000000004
512,0.51666666666666672
514,0.34999999999999998
516,0.45000000000000001
518,0.53333333333333333
520,0.38333333333333336
522,0.48333333333333334
524,0.55000000000000004
526,0.46666666666666667
528,0.45000000000000001
530,0.48333333333333334
532,0.53333333333333333
534,0.46666666666666667
536,0.40000000000000002
538,0.45000000000000001
540,0.55000000000000004
542,0.45000000000000001
544,0.46666666666666667
546,0.5
548,0.5
550,0.45000000000000001
552,0.48333333333333334
554,0.56666666666666665
556,0.51666666666666672
558,0.55000000000000004
560,0.56666666666666665
562,0.45000000000000001
564,0.53333333333333333
566,0.45000000000000001
568,0.45000000000000001
570,0.55000000000000004
572,0.40000000000000002
574,0.46666666666666667
576,0.5
578,0.48333333333333334
580,0.45000000000000001
582,0.43333333333333335
584,0.55000000000000004
586,0.46666666666666667
588,0.51666666666666672
590,0.51666666666666672
592,0.48333333333333334
594,0.5
596,0.36666666666666664
598,0.45000000000000001
600,0.51666666666666672
602,0.43333333333333335
604,0.36666666666666664
606,0.5
608,0.6333333333333333
610,0.5
612,0.41666666666666669
614,0.45000000000000001
616,0.43333333333333335
618,0.36666666666666664
620,0.48333333333333334
622,0.43333333333333335
624,0.51666666666666672
626,0.5
628,0.45000000000000001
630,0.48333333333333334
632,0.5
634,0.41666666666666669
636,0.43333333333333335
638,0.46666666666666667
640,0.45000000000000001
642,0.46666666666666667
644,0.46666666666666667
646,0.48333333333333334
648,0.45000000000000001
650,0.53333333333333333
652,0.46666666666666667
654,0.48333333333333334
656,0.5
658,0.40000000000000002
660,0.56666666666666665
662,0.5
664,0.55000000000000004
666,0.48333333333333334
668,0.5
